PaymentKey,DateKey,PaymentMethodKey,BusinessUnitKey,OpeningBalance,TotalCollected,TotalPaid,ClosingBalance
157,20230127,1,1,1306898.55,118024.45,59488.77,1365434.23
158,20230127,2,1,4312135.72,183506.76,0.0,4495642.48
159,20230127,3,1,853498.99,16100.95,0.0,869599.94
160,20230127,1,2,1969442.37,184067.07,92397.3,2061112.14
161,20230127,2,2,2576853.31,132637.74,0.0,2709491.05
162,20230127,3,2,419197.97,9971.47,0.0,429169.44
163,20230128,1,1,1365434.23,292979.46,149899.13,1508514.56
164,20230128,2,1,4495642.48,273974.52,16843.24,4752773.76
165,20230128,3,1,869599.94,16040.77,0.0,885640.71
166,20230128,1,2,2061112.14,183852.85,92217.29,2152747.7
167,20230128,2,2,2709491.05,155802.69,0.0,2865293.74
168,20230128,3,2,429169.44,21725.87,0.0,450895.31
169,20230129,1,1,1508514.56,145223.82,73066.9,1580671.48
170,20230129,2,1,4752773.76,202721.51,0.0,4955495.27
171,20230129,3,1,885640.71,64126.32,0.0,949767.03
172,20230129,1,2,2152747.7,218958.52,116821.0,2254885.22
173,20230129,2,2,2865293.74,151330.55,13190.86,3003433.43
174,20230129,3,2,450895.31,24499.3,0.0,475394.61
175,20230130,1,1,1580671.48,158169.91,139254.97,1599586.42
176,20230130,2,1,4955495.27,220028.23,1870.1,5173653.4
177,20230130,3,1,949767.03,46019.72,0.0,995786.75
178,20230130,1,2,2254885.22,148212.55,76854.28,2326243.49
179,20230130,2,2,3003433.43,108002.59,40238.55,3071197.47
180,20230130,3,2,475394.61,14682.61,0.0,490077.22
181,20230131,1,1,1599586.42,201239.59,101053.85,1699772.16
182,20230131,2,1,5173653.4,264691.61,0.0,5438345.01
183,20230131,3,1,995786.75,40808.19,0.0,1036594.94
184,20230131,1,2,2326243.49,161082.91,99728.29,2387598.11
185,20230131,2,2,3071197.47,110237.19,49873.53,3131561.13
186,20230131,3,2,490077.22,15931.96,0.0,506009.18
187,20230201,1,1,1699772.16,154997.78,77961.0,1776808.94
188,20230201,2,1,5438345.01,148220.35,30329.6,5556235.76
189,20230201,3,1,1036594.94,27290.53,0.0,1063885.47
190,20230201,1,2,2387598.11,129490.12,65102.48,2451985.75
191,20230201,2,2,3131561.13,93519.73,25286.35,3199794.51
192,20230201,3,2,506009.18,5540.1,0.0,511549.28
193,20230202,1,1,1776808.94,154083.79,107837.27,1823055.46
194,20230202,2,1,5556235.76,125388.64,43596.66,5638027.74
195,20230202,3,1,1063885.47,23121.87,0.0,1087007.34
196,20230202,1,2,2451985.75,128526.15,107284.73,2473227.17
197,20230202,2,2,3199794.51,91173.35,5824.85,3285143.01
198,20230202,3,2,511549.28,12747.51,0.0,524296.79
199,20230203,1,1,1823055.46,241942.87,270310.8,1794687.53
200,20230203,2,1,5638027.74,387956.77,265145.8,5760838.71
201,20230203,3,1,1087007.34,34520.6,0.0,1121527.94
202,20230203,1,2,2473227.17,167894.68,84247.08,2556874.77
203,20230203,2,2,3285143.01,130404.8,0.0,3415547.81
204,20230203,3,2,524296.79,25889.23,0.0,550186.02
205,20230204,1,1,1794687.53,343819.05,172560.38,1965946.2
206,20230204,2,1,5760838.71,319467.26,0.0,6080305.97
207,20230204,3,1,1121527.94,33155.53,0.0,1154683.47
208,20230204,1,2,2556874.77,152457.64,76552.26,2632780.15
209,20230204,2,2,3415547.81,111168.39,0.0,3526716.2
210,20230204,3,2,550186.02,13557.68,0.0,563743.7
211,20230205,1,1,1965946.2,153116.46,77101.0,2041961.66
212,20230205,2,1,6080305.97,183346.86,2944.49,6260708.34
213,20230205,3,1,1154683.47,18287.07,0.0,1172970.54
214,20230205,1,2,2632780.15,211423.64,106019.5,2738184.29
215,20230205,2,2,3526716.2,137599.83,10387.56,3653928.47
216,20230205,3,2,563743.7,17851.72,0.0,581595.42
217,20230206,1,1,2041961.66,235538.16,168786.92,2108712.9
218,20230206,2,1,6260708.34,221801.34,88069.07,6394440.61
219,20230206,3,1,1172970.54,20534.23,0.0,1193504.77
220,20230206,1,2,2738184.29,121736.74,61177.58,2798743.45
221,20230206,2,2,3653928.47,87442.0,17337.11,3724033.36
222,20230206,3,2,581595.42,6720.82,0.0,588316.24
223,20230207,1,1,2108712.9,114483.14,78117.91,2145078.13
224,20230207,2,1,6394440.61,162244.73,23580.25,6533105.09
225,20230207,3,1,1193504.77,22238.71,0.0,1215743.48
226,20230207,1,2,2798743.45,155553.8,78220.79,2876076.46
227,20230207,2,2,3724033.36,95744.53,987625.49,2832152.4
228,20230207,3,2,588316.24,18098.78,0.0,606415.02
229,20230208,1,1,2145078.13,98921.07,129784.78,2114214.42
230,20230208,2,1,6533105.09,159798.92,10687.42,6682216.59
231,20230208,3,1,1215743.48,34207.95,0.0,1249951.43
232,20230208,1,2,2876076.46,166127.28,97833.96,2944369.78
233,20230208,2,2,2832152.4,140732.81,325554.42,2647330.79
234,20230208,3,2,606415.02,17620.15,0.0,624035.17
235,20230209,1,1,2114214.42,186397.98,114228.35,2186384.05
236,20230209,2,1,6682216.59,234818.06,144088.93,6772945.72
237,20230209,3,1,1249951.43,30758.84,0.0,1280710.27
238,20230209,1,2,2944369.78,101981.97,53664.81,2992686.94
239,20230209,2,2,2647330.79,67444.69,8840.68,2705934.8
240,20230209,3,2,624035.17,16880.41,0.0,640915.58
241,20230210,1,1,2186384.05,247947.85,124415.23,2309916.67
242,20230210,2,1,6772945.72,270862.47,2966.73,7040841.46
243,20230210,3,1,1280710.27,41887.92,0.0,1322598.19
244,20230210,1,2,2992686.94,225996.19,113393.06,3105290.07
245,20230210,2,2,2705934.8,157294.01,2966.73,2860262.08
246,20230210,3,2,640915.58,23880.64,0.0,664796.22
247,20230211,1,1,2309916.67,196034.92,98509.62,2407441.97
248,20230211,2,1,7040841.46,202166.82,0.0,7243008.28
249,20230211,3,1,1322598.19,44311.15,0.0,1366909.34
250,20230211,1,2,3105290.07,230031.03,115377.46,3219943.64
251,20230211,2,2,2860262.08,166322.87,0.0,3026584.95
252,20230211,3,2,664796.22,16985.32,0.0,681781.54
253,20230212,1,1,2407441.97,147434.35,74191.95,2480684.37
254,20230212,2,1,7243008.28,208517.68,0.0,7451525.96
255,20230212,3,1,1366909.34,31142.33,0.0,1398051.67
256,20230212,1,2,3219943.64,141190.33,112859.65,3248274.32
257,20230212,2,2,3026584.95,110929.68,426854.72,2710659.91
258,20230212,3,2,681781.54,9535.09,0.0,691316.63
259,20230213,1,1,2480684.37,205517.18,136153.23,2550048.32
260,20230213,2,1,7451525.96,289126.72,111309.83,7629342.85
261,20230213,3,1,1398051.67,29695.2,0.0,1427746.87
262,20230213,1,2,3248274.32,171896.25,89328.67,3330841.9
263,20230213,2,2,2710659.91,121066.71,15444.08,2816282.54
264,20230213,3,2,691316.63,9984.7,0.0,701301.33
265,20230214,1,1,2550048.32,92609.85,261577.54,2381080.63
266,20230214,2,1,7629342.85,244939.06,0.0,7874281.91
267,20230214,3,1,1427746.87,22277.35,0.0,1450024.22
268,20230214,1,2,3330841.9,140922.23,70848.31,3400915.82
269,20230214,2,2,2816282.54,109710.68,0.0,2925993.22
270,20230214,3,2,701301.33,12863.43,0.0,714164.76
271,20230215,1,1,2381080.63,218552.07,109867.5,2489765.2
272,20230215,2,1,7874281.91,225277.31,11160.75,8088398.47
273,20230215,3,1,1450024.22,9787.55,0.0,1459811.77
274,20230215,1,2,3400915.82,144000.3,72370.04,3472546.08
275,20230215,2,2,2925993.22,109331.78,6192.35,3029132.65
276,20230215,3,2,714164.76,15073.66,0.0,729238.42
277,20230216,1,1,2489765.2,136545.97,107100.12,2519211.05
278,20230216,2,1,8088398.47,175271.99,135984.84,8127685.62
279,20230216,3,1,1459811.77,42968.79,0.0,1502780.56
280,20230216,1,2,3472546.08,199983.53,147399.31,3525130.3
281,20230216,2,2,3029132.65,142258.57,15772.86,3155618.36
282,20230216,3,2,729238.42,17690.35,0.0,746928.77
283,20230217,1,1,2519211.05,160889.32,80896.64,2599203.73
284,20230217,2,1,8127685.62,256533.51,0.0,8384219.13
285,20230217,3,1,1502780.56,15722.66,0.0,1518503.22
286,20230217,1,2,3525130.3,142352.79,71484.38,3595998.71
287,20230217,2,2,3155618.36,121536.16,0.0,3277154.52
288,20230217,3,2,746928.77,13252.4,0.0,760181.17
289,20230218,1,1,2599203.73,270396.63,135590.66,2734009.7
290,20230218,2,1,8384219.13,231931.78,0.0,8616150.91
291,20230218,3,1,1518503.22,30372.37,0.0,1548875.59
292,20230218,1,2,3595998.71,183676.95,92324.54,3687351.12
293,20230218,2,2,3277154.52,135892.06,632369.62,2780676.96
294,20230218,3,2,760181.17,19929.46,0.0,780110.63
295,20230219,1,1,2734009.7,115727.72,58466.99,2791270.43
296,20230219,2,1,8616150.91,153328.72,0.0,8769479.63
297,20230219,3,1,1548875.59,37843.69,0.0,1586719.28
298,20230219,1,2,3687351.12,172375.01,86484.88,3773241.25
299,20230219,2,2,2780676.96,105655.51,0.0,2886332.47
300,20230219,3,2,780110.63,22222.93,0.0,802333.56
301,20230220,1,1,2791270.43,198849.83,148034.11,2842086.15
302,20230220,2,1,8769479.63,191674.02,68475.13,8892678.52
303,20230220,3,1,1586719.28,1729.42,0.0,1588448.7
304,20230220,1,2,3773241.25,155543.6,85004.15,3843780.7
305,20230220,2,2,2886332.47,112956.96,4459.92,2994829.51
306,20230220,3,2,802333.56,14958.97,0.0,817292.53
307,20230221,1,1,2842086.15,172837.71,86929.06,2927994.8
308,20230221,2,1,8892678.52,281942.15,0.0,9174620.67
309,20230221,3,1,1588448.7,24897.2,0.0,1613345.9
310,20230221,1,2,3843780.7,135327.64,68057.66,3911050.68
311,20230221,2,2,2994829.51,90290.7,943823.45,2141296.76
312,20230221,3,2,817292.53,10400.71,0.0,827693.24
313,20230222,1,1,2927994.8,70886.61,35895.9,2962985.51
314,20230222,2,1,9174620.67,75426.07,0.0,9250046.74
315,20230222,3,1,1613345.9,20746.6,0.0,1634092.5
316,20230222,1,2,3911050.68,94371.35,47545.27,3957876.76
317,20230222,2,2,2141296.76,70780.57,0.0,2212077.33
318,20230222,3,2,827693.24,8515.89,0.0,836209.13
319,20230223,1,1,2962985.51,220501.26,113119.54,3070367.23
320,20230223,2,1,9250046.74,291770.96,62836.65,9478981.05
321,20230223,3,1,1634092.5,8470.02,0.0,1642562.52
322,20230223,1,2,3957876.76,120947.31,181284.32,3897539.75
323,20230223,2,2,2212077.33,87738.5,241042.62,2058773.21
324,20230223,3,2,836209.13,15310.01,0.0,851519.14
325,20230224,1,1,3070367.23,148479.04,74785.31,3144060.96
326,20230224,2,1,9478981.05,232173.74,0.0,9711154.79
327,20230224,3,1,1642562.52,133334.47,0.0,1775896.99
328,20230224,1,2,3897539.75,237584.55,119199.83,4015924.47
329,20230224,2,2,2058773.21,161894.73,0.0,2220667.94
330,20230224,3,2,851519.14,18492.71,0.0,870011.85
331,20230225,1,1,3144060.96,149847.47,75378.27,3218530.16
332,20230225,2,1,9711154.79,184628.52,50695.15,9845088.16
333,20230225,3,1,1775896.99,7201.08,0.0,1783098.07
334,20230225,1,2,4015924.47,228176.06,114505.96,4129594.57
335,20230225,2,2,2220667.94,167281.93,45529.07,2342420.8
336,20230225,3,2,870011.85,9884.19,0.0,879896.04
337,20230226,1,1,3218530.16,130619.61,65851.12,3283298.65
338,20230226,2,1,9845088.16,215274.66,0.0,10060362.82
339,20230226,3,1,1783098.07,62354.28,0.0,1845452.35
340,20230226,1,2,4129594.57,181499.07,91069.91,4220023.73
341,20230226,2,2,2342420.8,129781.08,0.0,2472201.88
342,20230226,3,2,879896.04,16559.7,0.0,896455.74
343,20230227,1,1,3283298.65,161478.94,289585.47,3155192.12
344,20230227,2,1,10060362.82,161377.67,48194.17,10173546.32
345,20230227,3,1,1845452.35,2951.97,0.0,1848404.32
346,20230227,1,2,4220023.73,162122.27,81585.96,4300560.04
347,20230227,2,2,2472201.88,116332.72,71319.42,2517215.18
348,20230227,3,2,896455.74,9483.76,0.0,905939.5
349,20230228,1,1,3155192.12,162981.27,88296.35,3229877.04
350,20230228,2,1,10173546.32,269005.46,134516.95,10308034.83
351,20230228,3,1,1848404.32,22271.5,0.0,1870675.82
352,20230228,1,2,4300560.04,109739.69,55168.57,4355131.16
353,20230228,2,2,2517215.18,84098.45,0.0,2601313.63
354,20230228,3,2,905939.5,8448.46,0.0,914387.96
355,20230301,1,1,3229877.04,114128.53,57548.66,3286456.91
356,20230301,2,1,10308034.83,145805.74,35836.37,10418004.2
357,20230301,3,1,1870675.82,8273.54,0.0,1878949.36
358,20230301,1,2,4355131.16,154130.99,77345.32,4431916.83
359,20230301,2,2,2601313.63,117677.88,81135.43,2637856.08
360,20230301,3,2,914387.96,11948.08,0.0,926336.04
361,20230302,1,1,3286456.91,144005.99,100793.53,3329669.37
362,20230302,2,1,10418004.2,155070.06,97251.55,10475822.71
363,20230302,3,1,1878949.36,49636.64,0.0,1928586.0
364,20230302,1,2,4431916.83,120819.09,219524.96,4333210.96
365,20230302,2,2,2637856.08,76368.58,3654.98,2710569.68
366,20230302,3,2,926336.04,7581.16,0.0,933917.2
367,20230303,1,1,3329669.37,183923.32,92363.38,3421229.31
368,20230303,2,1,10475822.71,183569.66,0.0,10659392.37
369,20230303,3,1,1928586.0,13481.27,0.0,1942067.27
370,20230303,1,2,4333210.96,185545.46,93028.1,4425728.32
371,20230303,2,2,2710569.68,122072.97,0.0,2832642.65
372,20230303,3,2,933917.2,17783.58,0.0,951700.78
373,20230304,1,1,3421229.31,120147.42,163909.45,3377467.28
374,20230304,2,1,10659392.37,244271.37,28861.22,10874802.52
375,20230304,3,1,1942067.27,18644.66,0.0,1960711.93
376,20230304,1,2,4425728.32,211001.39,109784.95,4526944.76
377,20230304,2,2,2832642.65,145972.5,8902.03,2969713.12
378,20230304,3,2,951700.78,25594.8,0.0,977295.58
379,20230305,1,1,3377467.28,120241.08,60583.08,3437125.28
380,20230305,2,1,10874802.52,261698.54,2932.64,11133568.42
381,20230305,3,1,1960711.93,42317.25,0.0,2003029.18
382,20230305,1,2,4526944.76,131846.19,66234.72,4592556.23
383,20230305,2,2,2969713.12,97070.15,10614.91,3056168.36
384,20230305,3,2,977295.58,9514.3,0.0,986809.88
385,20230306,1,1,3437125.28,145158.63,108310.51,3473973.4
386,20230306,2,1,11133568.42,172321.58,19349.11,11286540.89
387,20230306,3,1,2003029.18,13567.34,0.0,2016596.52
388,20230306,1,2,4592556.23,187982.91,111006.94,4669532.2
389,20230306,2,2,3056168.36,120860.75,534342.74,2642686.37
390,20230306,3,2,986809.88,24369.96,0.0,1011179.84
391,20230307,1,1,3473973.4,142981.66,117757.72,3499197.34
392,20230307,2,1,11286540.89,192702.02,37907.22,11441335.69
393,20230307,3,1,2016596.52,8389.13,0.0,2024985.65
394,20230307,1,2,4669532.2,171493.05,86061.34,4754963.91
395,20230307,2,2,2642686.37,116781.11,96240.67,2663226.81
396,20230307,3,2,1011179.84,16190.82,0.0,1027370.66
397,20230308,1,1,3499197.34,65919.91,33487.46,3531629.79
398,20230308,2,1,11441335.69,153934.58,0.0,11595270.27
399,20230308,3,1,2024985.65,39910.15,0.0,2064895.8
400,20230308,1,2,4754963.91,176672.79,88652.97,4842983.73
401,20230308,2,2,2663226.81,127433.62,0.0,2790660.43
402,20230308,3,2,1027370.66,18753.08,0.0,1046123.74
403,20230309,1,1,3531629.79,152812.94,110161.19,3574281.54
404,20230309,2,1,11595270.27,155226.43,32732.84,11717763.86
405,20230309,3,1,2064895.8,23364.22,0.0,2088260.02
406,20230309,1,2,4842983.73,111861.52,97836.06,4857009.19
407,20230309,2,2,2790660.43,70829.68,73317.38,2788172.73
408,20230309,3,2,1046123.74,5997.66,0.0,1052121.4
409,20230310,1,1,3574281.54,122208.88,61539.83,3634950.59
410,20230310,2,1,11717763.86,123760.65,3695.63,11837828.88
411,20230310,3,1,2088260.02,18140.4,0.0,2106400.42
412,20230310,1,2,4857009.19,162490.76,90538.34,4928961.61
413,20230310,2,2,2788172.73,119494.78,5842.99,2901824.52
414,20230310,3,2,1052121.4,19221.36,0.0,1071342.76
415,20230311,1,1,3634950.59,132812.61,66872.12,3700891.08
416,20230311,2,1,11837828.88,196054.57,1200533.52,10833349.93
417,20230311,3,1,2106400.42,13928.73,0.0,2120329.15
418,20230311,1,2,4928961.61,206248.42,227301.24,4907908.79
419,20230311,2,2,2901824.52,144003.79,33602.55,3012225.76
420,20230311,3,2,1071342.76,20116.37,0.0,1091459.13
421,20230312,1,1,3700891.08,186939.68,93909.23,3793921.53
422,20230312,2,1,10833349.93,301314.19,0.0,11134664.12
423,20230312,3,1,2120329.15,60089.27,0.0,2180418.42
424,20230312,1,2,4907908.79,135630.3,154306.04,4889233.05
425,20230312,2,2,3012225.76,105729.36,5425.16,3112529.96
426,20230312,3,2,1091459.13,9950.92,0.0,1101410.05
427,20230313,1,1,3793921.53,123708.64,86058.32,3831571.85
428,20230313,2,1,11134664.12,164021.6,121345.89,11177339.83
429,20230313,3,1,2180418.42,32239.93,0.0,2212658.35
430,20230313,1,2,4889233.05,145035.27,96841.86,4937426.46
431,20230313,2,2,3112529.96,95504.15,145266.1,3062768.01
432,20230313,3,2,1101410.05,9520.23,0.0,1110930.28
433,20230314,1,1,3831571.85,81114.61,40968.8,3871717.66
434,20230314,2,1,11177339.83,123383.64,0.0,11300723.47
435,20230314,3,1,2212658.35,8998.77,0.0,2221657.12
436,20230314,1,2,4937426.46,132904.05,72332.93,4997997.58
437,20230314,2,2,3062768.01,103918.3,254707.57,2911978.74
438,20230314,3,2,1110930.28,13492.11,0.0,1124422.39
439,20230315,1,1,3871717.66,79532.31,40148.24,3911101.73
440,20230315,2,1,11300723.47,62051.94,8402.17,11354373.24
441,20230315,3,1,2221657.12,11572.38,0.0,2233229.5
442,20230315,1,2,4997997.58,116421.37,65848.6,5048570.35
443,20230315,2,2,2911978.74,95351.4,59441.37,2947888.77
444,20230315,3,2,1124422.39,13544.98,0.0,1137967.37
445,20230316,1,1,3911101.73,180292.15,93711.28,3997682.6
446,20230316,2,1,11354373.24,196388.65,3435474.99,8115286.9
447,20230316,3,1,2233229.5,31385.58,0.0,2264615.08
448,20230316,1,2,5048570.35,191960.56,147612.64,5092918.27
449,20230316,2,2,2947888.77,163389.56,39965.58,3071312.75
