PurchaseKey,DateKey,ProductKey,SupplierKey,BusinessUnitKey,InvoiceNumber,Quantity,UnitPurchasePrice,TotalPurchaseAmount,PaymentMethodKey,PayableInvoiceNumber
71,20230114,46,12,1,PO-SC-000071,23.427,535.09,12535.55,2,
72,20230130,46,12,1,PO-SC-000072,23.428,538.27,12610.59,1,
73,20230119,48,12,1,PO-SC-000073,2.12,246.75,523.11,2,
74,20230120,49,12,1,PO-SC-000074,7.595,295.73,2246.07,3,SINV-202301-SUP012-BU1
75,20230126,49,12,1,PO-SC-000075,7.595,294.37,2235.74,3,SINV-202301-SUP012-BU1
76,20230114,50,12,1,PO-SC-000076,6.385,116.37,743.02,2,
77,20230116,50,12,1,PO-SC-000077,6.384,116.39,743.03,3,SINV-202301-SUP012-BU1
78,20230116,51,13,1,PO-SC-000078,4.32,1087.11,4696.32,2,
79,20230123,52,13,1,PO-SC-000079,6.991,1462.6,10225.04,3,SINV-202301-SUP013-BU1
80,20230126,53,13,1,PO-SC-000080,7.433,1817.4,13508.73,3,SINV-202301-SUP013-BU1
81,20230130,54,13,1,PO-SC-000081,9.653,2201.39,21250.02,3,SINV-202301-SUP013-BU1
82,20230118,55,13,1,PO-SC-000082,6.138,2668.47,16379.07,2,
83,20230123,55,13,1,PO-SC-000083,6.137,2658.83,16317.24,3,SINV-202301-SUP013-BU1
84,20230128,56,13,1,PO-SC-000084,10.007,864.02,8646.25,2,
85,20230118,57,13,1,PO-SC-000085,10.379,1721.83,17870.87,3,SINV-202301-SUP013-BU1
86,20230126,58,13,1,PO-SC-000086,9.589,643.39,6169.47,3,SINV-202301-SUP013-BU1
87,20230128,59,13,1,PO-SC-000087,9.257,2074.29,19201.7,3,SINV-202301-SUP013-BU1
88,20230126,60,13,1,PO-SC-000088,5.636,745.27,4200.34,3,SINV-202301-SUP013-BU1
89,20230116,61,13,1,PO-SC-000089,24.314,1556.2,37837.45,3,SINV-202301-SUP013-BU1
90,20230119,61,13,1,PO-SC-000090,24.314,1543.06,37517.96,3,SINV-202301-SUP013-BU1
91,20230120,61,13,1,PO-SC-000091,24.314,1547.81,37633.45,3,SINV-202301-SUP013-BU1
92,20230109,62,13,1,PO-SC-000092,7.068,967.59,6838.93,2,
93,20230123,63,13,1,PO-SC-000093,6.855,1091.08,7479.35,2,
94,20230103,64,13,1,PO-SC-000094,5.962,788.41,4700.5,3,SINV-202301-SUP013-BU1
95,20230126,64,13,1,PO-SC-000095,5.962,785.88,4685.42,3,SINV-202301-SUP013-BU1
96,20230111,65,13,1,PO-SC-000096,9.87,527.5,5206.42,3,SINV-202301-SUP013-BU1
97,20230112,66,13,1,PO-SC-000097,6.878,641.83,4414.51,3,SINV-202301-SUP013-BU1
98,20230118,67,13,1,PO-SC-000098,17.227,2131.83,36725.04,1,
99,20230123,67,13,1,PO-SC-000099,17.227,2147.36,36992.57,3,SINV-202301-SUP013-BU1
100,20230128,67,13,1,PO-SC-000100,17.227,2128.91,36674.73,3,SINV-202301-SUP013-BU1
101,20230118,68,13,1,PO-SC-000101,9.155,3256.54,29813.62,1,
102,20230105,69,13,1,PO-SC-000102,10.067,2441.13,24574.86,1,
103,20230118,70,13,1,PO-SC-000103,6.9,532.62,3675.08,3,SINV-202301-SUP013-BU1
104,20230123,71,13,1,PO-SC-000104,6.831,1047.71,7156.91,3,SINV-202301-SUP013-BU1
105,20230116,72,13,1,PO-SC-000105,4.531,1936.84,8775.82,3,SINV-202301-SUP013-BU1
106,20230102,73,13,1,PO-SC-000106,6.801,2378.48,16176.04,2,
107,20230123,73,13,1,PO-SC-000107,6.802,2382.29,16204.34,3,SINV-202301-SUP013-BU1
108,20230111,74,13,1,PO-SC-000108,32.591,2560.34,83444.04,2,
109,20230119,74,13,1,PO-SC-000109,32.591,2555.08,83272.61,3,SINV-202301-SUP013-BU1
110,20230128,74,13,1,PO-SC-000110,32.59,2555.38,83279.83,3,SINV-202301-SUP013-BU1
111,20230102,75,13,1,PO-SC-000111,5.789,4688.88,27143.93,3,SINV-202301-SUP013-BU1
112,20230105,77,13,1,PO-SC-000112,9.99,1048.16,10471.12,3,SINV-202301-SUP013-BU1
113,20230120,77,13,1,PO-SC-000113,9.99,1040.79,10397.49,3,SINV-202301-SUP013-BU1
114,20230109,78,13,1,PO-SC-000114,6.785,2456.92,16670.2,3,SINV-202301-SUP013-BU1
115,20230118,78,13,1,PO-SC-000115,6.786,2461.17,16701.5,3,SINV-202301-SUP013-BU1
116,20230128,79,13,1,PO-SC-000116,1.143,516.29,590.12,3,SINV-202301-SUP013-BU1
117,20230128,80,13,1,PO-SC-000117,10.26,682.53,7002.76,3,SINV-202301-SUP013-BU1
118,20230112,81,13,1,PO-SC-000118,9.139,471.71,4310.96,2,
119,20230112,82,13,1,PO-SC-000119,6.833,551.23,3766.55,3,SINV-202301-SUP013-BU1
120,20230114,82,13,1,PO-SC-000120,6.833,551.69,3769.7,1,
121,20230102,83,13,1,PO-SC-000121,18.418,1274.32,23470.43,3,SINV-202301-SUP013-BU1
122,20230109,83,13,1,PO-SC-000122,18.418,1279.48,23565.46,2,
123,20230126,83,13,1,PO-SC-000123,18.418,1275.37,23489.76,3,SINV-202301-SUP013-BU1
124,20230103,85,13,1,PO-SC-000124,32.334,3298.65,106658.55,1,
125,20230111,85,13,1,PO-SC-000125,32.334,3281.9,106116.95,3,SINV-202301-SUP013-BU1
126,20230118,85,13,1,PO-SC-000126,32.334,3287.1,106285.09,3,SINV-202301-SUP013-BU1
127,20230102,86,13,1,PO-SC-000127,4.316,248.45,1072.31,2,
128,20230130,87,13,1,PO-SC-000128,1.089,357.7,389.54,3,SINV-202301-SUP013-BU1
129,20230130,88,13,1,PO-SC-000129,9.742,432.7,4215.36,3,SINV-202301-SUP013-BU1
130,20230102,89,13,1,PO-SC-000130,9.537,1860.13,17740.06,3,SINV-202301-SUP013-BU1
131,20230120,90,13,1,PO-SC-000131,1.067,2943.17,3140.36,3,SINV-202301-SUP013-BU1
132,20230112,91,13,1,PO-SC-000132,2.318,709.66,1644.99,2,
133,20230116,92,13,1,PO-SC-000133,5.897,2551.82,15048.08,3,SINV-202301-SUP013-BU1
134,20230120,92,13,1,PO-SC-000134,5.898,2548.06,15028.46,1,
135,20230116,94,13,1,PO-SC-000135,27.1,1796.99,48698.43,3,SINV-202301-SUP013-BU1
136,20230120,94,13,1,PO-SC-000136,27.1,1813.29,49140.16,3,SINV-202301-SUP013-BU1
137,20230123,94,13,1,PO-SC-000137,27.099,1804.63,48903.67,1,
138,20230120,95,13,1,PO-SC-000138,7.232,344.4,2490.7,3,SINV-202301-SUP013-BU1
139,20230123,95,13,1,PO-SC-000139,7.232,345.4,2497.93,3,SINV-202301-SUP013-BU1
140,20230130,96,13,1,PO-SC-000140,9.948,388.37,3863.5,3,SINV-202301-SUP013-BU1
141,20230116,97,13,1,PO-SC-000141,13.411,729.98,9789.76,1,
142,20230123,97,13,1,PO-SC-000142,13.411,733.09,9831.47,2,
143,20230130,97,13,1,PO-SC-000143,13.412,732.58,9825.36,3,SINV-202301-SUP013-BU1
144,20230126,98,13,1,PO-SC-000144,10.057,935.04,9403.7,3,SINV-202301-SUP013-BU1
145,20230130,98,13,1,PO-SC-000145,10.057,931.68,9369.91,3,SINV-202301-SUP013-BU1
146,20230128,99,13,1,PO-SC-000146,3.593,509.73,1831.46,3,SINV-202301-SUP013-BU1
147,20230128,101,13,1,PO-SC-000147,9.598,403.94,3877.02,3,SINV-202301-SUP013-BU1
148,20230102,102,13,1,PO-SC-000148,18.3,452.54,8281.48,3,SINV-202301-SUP013-BU1
149,20230105,102,13,1,PO-SC-000149,18.3,451.71,8266.29,3,SINV-202301-SUP013-BU1
150,20230120,102,13,1,PO-SC-000150,18.299,452.81,8285.97,2,
151,20230114,103,13,1,PO-SC-000151,6.768,1083.99,7336.44,3,SINV-202301-SUP013-BU1
152,20230128,104,13,1,PO-SC-000152,5.725,371.0,2123.97,3,SINV-202301-SUP013-BU1
153,20230105,105,13,1,PO-SC-000153,27.785,1266.33,35184.98,3,SINV-202301-SUP013-BU1
154,20230109,105,13,1,PO-SC-000154,27.785,1274.19,35403.37,3,SINV-202301-SUP013-BU1
155,20230130,105,13,1,PO-SC-000155,27.786,1270.48,35301.56,3,SINV-202301-SUP013-BU1
156,20230120,106,13,1,PO-SC-000156,8.803,1734.21,15266.25,3,SINV-202301-SUP013-BU1
157,20230128,106,13,1,PO-SC-000157,8.804,1735.96,15283.39,3,SINV-202301-SUP013-BU1
158,20230114,107,13,1,PO-SC-000158,2.379,611.99,1455.92,3,SINV-202301-SUP013-BU1
159,20230130,108,13,1,PO-SC-000159,2.272,437.07,993.02,3,SINV-202301-SUP013-BU1
160,20230109,109,13,1,PO-SC-000160,33.103,7790.17,257878.0,3,SINV-202301-SUP013-BU1
161,20230112,109,13,1,PO-SC-000161,33.103,7824.95,259029.32,3,SINV-202301-SUP013-BU1
162,20230119,109,13,1,PO-SC-000162,33.102,7826.22,259063.53,3,SINV-202301-SUP013-BU1
163,20230102,110,13,1,PO-SC-000163,6.367,14842.57,94502.64,3,SINV-202301-SUP013-BU1
164,20230120,110,13,1,PO-SC-000164,6.367,14809.48,94291.96,3,SINV-202301-SUP013-BU1
165,20230120,111,13,1,PO-SC-000165,7.131,29927.34,213411.86,2,
166,20230130,111,13,1,PO-SC-000166,7.131,30148.74,214990.66,3,SINV-202301-SUP013-BU1
167,20230109,113,13,1,PO-SC-000167,7.67,12079.42,92649.15,1,
168,20230103,114,13,1,PO-SC-000168,25.391,6213.82,157775.1,3,SINV-202301-SUP013-BU1
169,20230111,114,13,1,PO-SC-000169,25.391,6181.63,156957.77,3,SINV-202301-SUP013-BU1
170,20230126,114,13,1,PO-SC-000170,25.392,6213.35,157769.38,3,SINV-202301-SUP013-BU1
171,20230118,115,13,1,PO-SC-000171,3.428,1064.47,3649.0,3,SINV-202301-SUP013-BU1
172,20230116,116,13,1,PO-SC-000172,5.906,1542.11,9107.7,1,
173,20230123,116,13,1,PO-SC-000173,5.906,1531.21,9043.33,1,
174,20230118,117,13,1,PO-SC-000174,2.124,418.78,889.49,3,SINV-202301-SUP013-BU1
175,20230112,118,13,1,PO-SC-000175,6.055,1314.7,7960.51,2,
176,20230130,118,13,1,PO-SC-000176,6.055,1316.31,7970.26,3,SINV-202301-SUP013-BU1
177,20230103,119,13,1,PO-SC-000177,28.677,731.15,20967.19,3,SINV-202301-SUP013-BU1
178,20230111,119,13,1,PO-SC-000178,28.677,725.43,20803.16,3,SINV-202301-SUP013-BU1
179,20230128,119,13,1,PO-SC-000179,28.678,727.87,20873.86,3,SINV-202301-SUP013-BU1
180,20230116,120,13,1,PO-SC-000180,21.281,606.7,12911.18,3,SINV-202301-SUP013-BU1
181,20230118,120,13,1,PO-SC-000181,21.281,607.07,12919.06,3,SINV-202301-SUP013-BU1
182,20230120,120,13,1,PO-SC-000182,21.282,610.52,12993.09,3,SINV-202301-SUP013-BU1
183,20230105,122,13,1,PO-SC-000183,6.785,290.97,1974.23,3,SINV-202301-SUP013-BU1
184,20230109,123,13,1,PO-SC-000184,5.892,200.53,1181.52,3,SINV-202301-SUP013-BU1
185,20230120,124,13,1,PO-SC-000185,8.333,2227.94,18565.42,3,SINV-202301-SUP013-BU1
186,20230102,125,13,1,PO-SC-000186,7.104,1056.29,7503.88,3,SINV-202301-SUP013-BU1
187,20230103,125,13,1,PO-SC-000187,7.104,1056.94,7508.5,3,SINV-202301-SUP013-BU1
188,20230105,126,13,1,PO-SC-000188,19.217,3235.59,62178.33,3,SINV-202301-SUP013-BU1
189,20230111,126,13,1,PO-SC-000189,19.217,3241.62,62294.21,3,SINV-202301-SUP013-BU1
190,20230116,126,13,1,PO-SC-000190,19.217,3254.21,62536.15,3,SINV-202301-SUP013-BU1
191,20230103,127,13,1,PO-SC-000191,27.613,517.36,14285.86,3,SINV-202301-SUP013-BU1
192,20230114,127,13,1,PO-SC-000192,27.613,512.96,14164.36,1,
193,20230126,127,13,1,PO-SC-000193,27.614,515.59,14237.5,2,
194,20230120,128,13,1,PO-SC-000194,27.512,477.8,13145.23,3,SINV-202301-SUP013-BU1
195,20230123,128,13,1,PO-SC-000195,27.512,474.71,13060.22,2,
196,20230126,128,13,1,PO-SC-000196,27.511,476.48,13108.44,3,SINV-202301-SUP013-BU1
197,20230102,129,13,1,PO-SC-000197,7.093,1195.42,8479.11,3,SINV-202301-SUP013-BU1
198,20230109,130,13,1,PO-SC-000198,5.711,218.99,1250.65,3,SINV-202301-SUP013-BU1
199,20230119,130,13,1,PO-SC-000199,5.711,218.04,1245.23,3,SINV-202301-SUP013-BU1
200,20230111,131,13,1,PO-SC-000200,7.139,199.79,1426.3,3,SINV-202301-SUP013-BU1
201,20230105,132,13,1,PO-SC-000201,6.978,215.38,1502.92,3,SINV-202301-SUP013-BU1
202,20230126,133,13,1,PO-SC-000202,10.248,151.59,1553.49,3,SINV-202301-SUP013-BU1
203,20230105,134,13,1,PO-SC-000203,5.886,605.02,3561.15,3,SINV-202301-SUP013-BU1
204,20230105,135,13,1,PO-SC-000204,8.228,808.05,6648.64,3,SINV-202301-SUP013-BU1
205,20230112,135,13,1,PO-SC-000205,8.228,806.49,6635.8,3,SINV-202301-SUP013-BU1
206,20230102,136,13,1,PO-SC-000206,6.171,736.35,4544.02,3,SINV-202301-SUP013-BU1
207,20230109,136,13,1,PO-SC-000207,6.172,740.86,4572.59,1,
208,20230102,137,13,1,PO-SC-000208,5.806,814.06,4726.43,1,
209,20230105,137,13,1,PO-SC-000209,5.806,813.22,4721.56,3,SINV-202301-SUP013-BU1
210,20230112,138,13,1,PO-SC-000210,25.084,584.99,14673.89,3,SINV-202301-SUP013-BU1
211,20230114,138,13,1,PO-SC-000211,25.084,587.2,14729.32,3,SINV-202301-SUP013-BU1
212,20230126,138,13,1,PO-SC-000212,25.084,587.72,14742.37,3,SINV-202301-SUP013-BU1
213,20230120,139,13,1,PO-SC-000213,5.617,1660.46,9326.8,3,SINV-202301-SUP013-BU1
214,20230118,140,13,1,PO-SC-000214,7.018,2176.74,15276.36,3,SINV-202301-SUP013-BU1
215,20230102,141,13,1,PO-SC-000215,6.721,325.75,2189.37,3,SINV-202301-SUP013-BU1
216,20230105,141,13,1,PO-SC-000216,6.721,324.87,2183.45,1,
217,20230119,142,13,1,PO-SC-000217,3.155,1091.88,3444.88,3,SINV-202301-SUP013-BU1
218,20230105,144,13,1,PO-SC-000218,22.801,495.86,11306.1,3,SINV-202301-SUP013-BU1
219,20230118,144,13,1,PO-SC-000219,22.801,494.39,11272.59,2,
220,20230130,144,13,1,PO-SC-000220,22.802,493.87,11261.22,3,SINV-202301-SUP013-BU1
221,20230111,145,13,1,PO-SC-000221,29.82,330.15,9845.07,3,SINV-202301-SUP013-BU1
222,20230118,145,13,1,PO-SC-000222,29.82,331.88,9896.66,1,
223,20230128,145,13,1,PO-SC-000223,29.821,330.5,9855.84,3,SINV-202301-SUP013-BU1
224,20230112,146,13,1,PO-SC-000224,8.204,380.92,3125.07,3,SINV-202301-SUP013-BU1
225,20230111,147,13,1,PO-SC-000225,25.909,384.21,9954.5,3,SINV-202301-SUP013-BU1
226,20230112,147,13,1,PO-SC-000226,25.909,383.06,9924.7,3,SINV-202301-SUP013-BU1
227,20230118,147,13,1,PO-SC-000227,25.908,383.58,9937.79,2,
228,20230103,148,13,1,PO-SC-000228,28.122,844.25,23742.0,3,SINV-202301-SUP013-BU1
229,20230128,148,13,1,PO-SC-000229,28.122,847.94,23845.77,3,SINV-202301-SUP013-BU1
230,20230130,148,13,1,PO-SC-000230,28.121,849.48,23888.23,3,SINV-202301-SUP013-BU1
231,20230118,149,13,1,PO-SC-000231,6.632,3199.94,21222.0,3,SINV-202301-SUP013-BU1
232,20230102,150,13,1,PO-SC-000232,5.633,3043.79,17145.67,3,SINV-202301-SUP013-BU1
233,20230111,150,13,1,PO-SC-000233,5.634,3060.21,17241.22,2,
234,20230126,151,14,1,PO-SC-000234,9.18,1079.31,9908.07,3,SINV-202301-SUP014-BU1
235,20230102,153,14,1,PO-SC-000235,1.125,2124.78,2390.38,3,SINV-202301-SUP014-BU1
236,20230120,154,14,1,PO-SC-000236,8.013,1230.1,9856.79,3,SINV-202301-SUP014-BU1
237,20230103,155,14,1,PO-SC-000237,23.941,411.95,9862.49,3,SINV-202301-SUP014-BU1
238,20230112,155,14,1,PO-SC-000238,23.941,409.23,9797.38,3,SINV-202301-SUP014-BU1
239,20230119,155,14,1,PO-SC-000239,23.941,409.6,9806.23,3,SINV-202301-SUP014-BU1
240,20230103,156,14,1,PO-SC-000240,9.968,2411.45,24037.33,2,
241,20230114,156,14,1,PO-SC-000241,9.968,2402.34,23946.53,3,SINV-202301-SUP014-BU1
242,20230105,157,14,1,PO-SC-000242,8.925,1812.4,16175.67,3,SINV-202301-SUP014-BU1
243,20230112,158,14,1,PO-SC-000243,7.042,2965.16,20880.66,3,SINV-202301-SUP014-BU1
244,20230120,158,14,1,PO-SC-000244,7.041,2967.02,20890.79,3,SINV-202301-SUP014-BU1
245,20230118,159,14,1,PO-SC-000245,9.678,3908.02,37821.82,3,SINV-202301-SUP014-BU1
246,20230111,160,14,1,PO-SC-000246,20.662,1712.3,35379.54,3,SINV-202301-SUP014-BU1
247,20230118,160,14,1,PO-SC-000247,20.662,1713.69,35408.26,3,SINV-202301-SUP014-BU1
248,20230130,160,14,1,PO-SC-000248,20.661,1710.82,35347.25,1,
249,20230112,161,14,1,PO-SC-000249,6.582,803.89,5291.2,2,
250,20230119,161,14,1,PO-SC-000250,6.583,799.15,5260.8,2,
251,20230105,162,14,1,PO-SC-000251,6.691,916.66,6133.37,3,SINV-202301-SUP014-BU1
252,20230130,162,14,1,PO-SC-000252,6.692,918.77,6148.41,1,
253,20230105,163,14,1,PO-SC-000253,21.507,281.51,6054.44,3,SINV-202301-SUP014-BU1
254,20230109,163,14,1,PO-SC-000254,21.507,280.54,6033.57,2,
255,20230118,163,14,1,PO-SC-000255,21.506,280.64,6035.44,3,SINV-202301-SUP014-BU1
256,20230128,164,14,1,PO-SC-000256,10.025,504.47,5057.31,3,SINV-202301-SUP014-BU1
257,20230112,165,14,1,PO-SC-000257,3.502,1908.35,6683.04,3,SINV-202301-SUP014-BU1
258,20230105,166,14,1,PO-SC-000258,3.185,1848.58,5887.73,2,
259,20230103,167,14,1,PO-SC-000259,9.38,3537.99,33186.35,3,SINV-202301-SUP014-BU1
260,20230105,168,14,1,PO-SC-000260,7.301,2892.9,21121.06,3,SINV-202301-SUP014-BU1
261,20230112,168,14,1,PO-SC-000261,7.3,2875.52,20991.3,3,SINV-202301-SUP014-BU1
262,20230103,169,14,1,PO-SC-000262,36.184,3685.97,133373.14,2,
263,20230111,169,14,1,PO-SC-000263,36.184,3669.02,132759.82,1,
264,20230130,169,14,1,PO-SC-000264,36.185,3689.31,133497.68,3,SINV-202301-SUP014-BU1
265,20230118,170,14,1,PO-SC-000265,6.329,4325.52,27376.22,3,SINV-202301-SUP014-BU1
266,20230130,170,14,1,PO-SC-000266,6.329,4306.46,27255.59,3,SINV-202301-SUP014-BU1
267,20230112,171,14,1,PO-SC-000267,5.611,3119.03,17500.88,3,SINV-202301-SUP014-BU1
268,20230123,171,14,1,PO-SC-000268,5.61,3106.63,17428.19,3,SINV-202301-SUP014-BU1
269,20230103,172,14,1,PO-SC-000269,4.291,2103.23,9024.96,3,SINV-202301-SUP014-BU1
270,20230114,173,14,1,PO-SC-000270,3.245,1061.53,3444.66,2,
271,20230105,174,14,1,PO-SC-000271,9.749,2013.0,19624.74,3,SINV-202301-SUP014-BU1
272,20230126,175,14,1,PO-SC-000272,6.574,2840.15,18671.15,3,SINV-202301-SUP014-BU1
273,20230120,177,14,1,PO-SC-000273,8.901,1062.01,9452.95,3,SINV-202301-SUP014-BU1
274,20230103,178,14,1,PO-SC-000274,26.959,3861.07,104090.59,3,SINV-202301-SUP014-BU1
275,20230118,178,14,1,PO-SC-000275,26.959,3863.42,104153.94,2,
276,20230120,178,14,1,PO-SC-000276,26.958,3855.56,103938.19,1,
277,20230130,179,14,1,PO-SC-000277,2.318,2395.96,5553.84,3,SINV-202301-SUP014-BU1
278,20230102,181,14,1,PO-SC-000278,24.75,1494.79,36996.05,3,SINV-202301-SUP014-BU1
279,20230111,181,14,1,PO-SC-000279,24.75,1498.89,37097.53,3,SINV-202301-SUP014-BU1
280,20230126,181,14,1,PO-SC-000280,24.751,1494.03,36978.74,3,SINV-202301-SUP014-BU1
281,20230111,182,14,1,PO-SC-000281,9.48,1120.78,10624.99,2,
282,20230116,183,14,1,PO-SC-000282,6.405,1312.98,8409.64,3,SINV-202301-SUP014-BU1
283,20230118,184,14,1,PO-SC-000283,10.073,817.87,8238.4,3,SINV-202301-SUP014-BU1
284,20230128,184,14,1,PO-SC-000284,10.073,818.62,8245.96,3,SINV-202301-SUP014-BU1
285,20230102,185,14,1,PO-SC-000285,21.626,1478.45,31972.96,3,SINV-202301-SUP014-BU1
286,20230112,185,14,1,PO-SC-000286,21.626,1472.31,31840.18,3,SINV-202301-SUP014-BU1
287,20230114,185,14,1,PO-SC-000287,21.627,1473.94,31876.9,1,
288,20230128,186,14,1,PO-SC-000288,8.252,2255.94,18616.02,3,SINV-202301-SUP014-BU1
